#time 		photoelectrons 	error 		visit 	orbit 	scan 	wave_center 	wave_start 	wave_end
0.345126933741 7579427.35233 711427.319686 1.225 0.0 2456306.95783 1.0 9.0 0.0
0.34631307681 7625213.88186 716019.20524 1.225 0.0 2456306.95928 1.0 9.0 0.0
0.347498911442 7642470.16284 717626.038064 1.225 0.0 2456306.96073 1.0 9.0 0.0
0.348684744547 7652332.11226 718549.469021 1.225 0.0 2456306.96217 1.0 9.0 0.0
0.34987057956 7658313.54684 719054.448739 1.225 0.0 2456306.96362 1.0 9.0 0.0
0.35105671156 7664797.36635 719733.277758 1.225 0.0 2456306.96507 1.0 9.0 0.0
0.352242537411 7669963.95464 720273.423097 1.225 0.0 2456306.96651 1.0 9.0 0.0
0.353428365554 7671793.47608 720405.537199 1.225 0.0 2456306.96796 1.0 9.0 0.0
0.354614185679 7672412.98613 720335.245258 1.225 0.0 2456306.96941 1.0 9.0 0.0
0.355800306609 7676248.48809 720799.877948 1.225 0.0 2456306.97085 1.0 9.0 0.0
0.356986124826 7675728.87549 720746.598793 1.225 0.0 2456306.9723 1.0 9.0 0.0
0.358171936172 7676806.02014 720945.919895 1.225 0.0 2456306.97375 1.0 9.0 0.0
0.359357744464 7677127.26432 720900.991582 1.225 0.0 2456306.97519 1.0 9.0 0.0
0.360543856995 7674002.32698 720496.119777 1.225 0.0 2456306.97664 1.0 9.0 0.0
0.36172965918 7677457.96898 721015.162033 1.225 0.0 2456306.97809 1.0 9.0 0.0
0.362915459074 7674166.7841 720614.495684 1.225 0.0 2456306.97953 1.0 9.0 0.0
0.364101260495 7673710.44455 720546.420081 1.225 0.0 2456306.98098 1.0 9.0 0.0
0.365287363483 7672491.15098 720424.610527 1.225 0.0 2456306.98243 1.0 9.0 0.0
0.366473152689 7669600.6787 720093.781596 1.225 0.0 2456306.98387 1.0 9.0 0.0
0.367658949147 7671405.10435 720456.413794 1.225 0.0 2456306.98532 1.0 9.0 0.0
0.368844745224 7671353.80941 720357.271508 1.225 0.0 2456306.98677 1.0 9.0 0.0
0.370030835233 7670218.70822 720160.05003 1.225 0.0 2456306.98821 1.0 9.0 0.0
0.371216630547 7672238.09588 720510.376869 1.225 0.0 2456306.98966 1.0 9.0 0.0
0.37240242586 7670562.96637 720247.29406 1.225 0.0 2456306.99111 1.0 9.0 0.0
0.397837392006 7665263.75705 719458.04365 1.225 0.0 2456307.02213 1.0 9.0 0.0
0.399023527822 7676611.31902 720776.934189 1.225 0.0 2456307.02358 1.0 9.0 0.0
0.400209367798 7679847.55688 721144.812455 1.225 0.0 2456307.02503 1.0 9.0 0.0
0.401395206629 7682820.67478 721404.037169 1.225 0.0 2456307.02647 1.0 9.0 0.0
0.402581036298 7683588.88504 721501.701917 1.225 0.0 2456307.02792 1.0 9.0 0.0
0.403767175932 7683234.98558 721349.221284 1.225 0.0 2456307.02937 1.0 9.0 0.0
0.40613883298 7686313.88392 721795.66033 1.225 0.0 2456307.03226 1.0 9.0 0.0
0.407324661885 7684017.08365 721478.86466 1.225 0.0 2456307.03371 1.0 9.0 0.0
0.409696605613 7684928.29859 721625.80943 1.225 0.0 2456307.0366 1.0 9.0 0.0
0.410882425357 7683205.69216 721395.660472 1.225 0.0 2456307.03805 1.0 9.0 0.0
0.412068242811 7680819.03581 721108.928284 1.225 0.0 2456307.03949 1.0 9.0 0.0
0.413254355342 7682948.04323 721441.182808 1.225 0.0 2456307.04094 1.0 9.0 0.0
0.414440162107 7681683.57652 721269.024843 1.225 0.0 2456307.04239 1.0 9.0 0.0
0.415625969636 7680668.88655 721271.194717 1.225 0.0 2456307.04383 1.0 9.0 0.0
0.416811770675 7678575.78801 720958.156511 1.225 0.0 2456307.04528 1.0 9.0 0.0
0.417997872518 7679879.58426 721129.445268 1.225 0.0 2456307.04673 1.0 9.0 0.0
0.419183673176 7681005.3265 721296.351664 1.225 0.0 2456307.04817 1.0 9.0 0.0
0.420369467344 7679245.6127 721091.342469 1.225 0.0 2456307.04962 1.0 9.0 0.0
0.452303218394 7661228.72613 719050.884274 1.225 0.0 2456307.08858 1.0 9.0 0.0
0.453489058752 7673030.18439 720453.75684 1.225 0.0 2456307.09002 1.0 9.0 0.0
0.454674899109 7672394.44885 720504.68779 1.225 0.0 2456307.09147 1.0 9.0 0.0
0.455860729923 7673475.78541 720532.018667 1.225 0.0 2456307.09291 1.0 9.0 0.0
0.457046870702 7670807.18719 720291.666625 1.225 0.0 2456307.09436 1.0 9.0 0.0
0.458232706479 7667400.53211 719939.109337 1.225 0.0 2456307.09581 1.0 9.0 0.0
0.459418532331 7668280.13909 720153.031174 1.225 0.0 2456307.09726 1.0 9.0 0.0
0.460604363527 7663955.3253 719694.455713 1.225 0.0 2456307.0987 1.0 9.0 0.0
0.461790495908 7663218.43961 719585.649685 1.225 0.0 2456307.10015 1.0 9.0 0.0
0.462976313362 7662874.15689 719531.302455 1.225 0.0 2456307.1016 1.0 9.0 0.0
0.464162136542 7661768.28205 719462.290837 1.225 0.0 2456307.10304 1.0 9.0 0.0
0.465347956286 7664380.06118 719739.132877 1.225 0.0 2456307.10449 1.0 9.0 0.0
0.466534072253 7665848.23626 719887.717565 1.225 0.0 2456307.10594 1.0 9.0 0.0
0.46771988169 7667148.53879 719974.850856 1.225 0.0 2456307.10738 1.0 9.0 0.0
0.468905692273 7668076.86523 720098.992339 1.225 0.0 2456307.10883 1.0 9.0 0.0
0.470091496366 7668400.31698 720061.923185 1.225 0.0 2456307.11027 1.0 9.0 0.0
